Dataset,Backbone,Seed,Frozen_Acc,SETTA_Acc,Delta,Improved,Tied,Worse,Test_Change_Rate,Test_Prob_L1_Shift,Alpha,Beta,K,Metric,Num_Props,Train_Time,SETTA_Time,Preprocess_Time,Used_Cache
Computers,GradGateGNN,44,88.4839117527008,88.98382186889648,0.4999101161956787,1,0,0,1.7633156850934029,0.04594417288899422,0.4,1.0,25,cosine,1,0.0,0.062034000060521066,2.0041293000103906,1
Computers,GradGateGNN,45,87.22050786018372,87.85675168037415,0.6362438201904297,1,0,0,1.7178695648908615,0.044450387358665466,0.4,1.0,25,cosine,1,0.0,0.0619279999518767,2.0041293000103906,1
Computers,GradGateGNN,46,88.35666179656982,88.77477049827576,0.4181087017059326,1,0,0,1.4451918192207813,0.04113031178712845,0.4,1.0,25,cosine,1,0.0,0.06312469998374581,2.0041293000103906,1
Computers,GradGateGNN,47,88.73841166496277,89.20196294784546,0.46355128288269043,1,0,0,1.8178513273596764,0.050940219312906265,0.4,1.0,25,cosine,1,0.0,0.06214920000638813,2.0041293000103906,1
Computers,GradGateGNN,48,88.80203366279602,89.31103348731995,0.5089998245239258,1,0,0,1.3815670274198055,0.041927214711904526,0.4,1.0,25,cosine,1,0.0,0.06208489998243749,2.0041293000103906,1
Computers,GradGateGNN,49,87.7022385597229,87.71132230758667,0.009083747863769531,1,0,0,1.9269224256277084,0.05151328444480896,0.4,1.0,25,cosine,1,0.0,0.06365959998220205,2.0041293000103906,1
Computers,GradGateGNN,50,87.55680918693542,88.33848237991333,0.7816731929779053,1,0,0,1.908743940293789,0.04872521758079529,0.4,1.0,25,cosine,1,0.0,0.061887399991974235,2.0041293000103906,1
Computers,GradGateGNN,51,87.63861060142517,88.29303979873657,0.6544291973114014,1,0,0,1.6542447730898857,0.03989243879914284,0.4,1.0,25,cosine,1,0.0,0.06215579994022846,2.0041293000103906,1
Photo,GCN,42,93.12092065811157,93.49673390388489,0.37581324577331543,1,0,0,2.5653595104813576,0.06305345892906189,0.6,1.0,30,cosine,1,0.0,0.02012119989376515,0.7495900999056175,1
Photo,GCN,43,93.30065846443176,93.59477162361145,0.2941131591796875,1,0,0,2.4836601689457893,0.06053438037633896,0.6,1.0,30,cosine,1,0.0,0.019814100000075996,0.7495900999056175,1
