dataset,seed,method,acc,train_time,post_time,runtime,one_time_preprocess,amortized_runtime
Photo,43,C&S,92.81045794487,1.2573515999829397,0.3747290000319481,1.6320806000148878,0.0,1.6320806000148878
Photo,43,SETTA,93.59477162361145,1.2573515999829397,0.005830999929457903,1.2631825999123976,0.7148218000074849,1.3346647799131461
Photo,43,APPNP,93.02287697792053,1.0638317000120878,0.0,1.0638317000120878,0.0,1.0638317000120878
Photo,44,GCN,93.1372582912445,0.9740390999941155,0.0,0.9740390999941155,0.0,0.9740390999941155
Photo,44,C&S,92.72875785827637,0.9740390999941155,0.3734929000493139,1.3475320000434294,0.0,1.3475320000434294
Photo,44,SETTA,93.59477162361145,0.9740390999941155,0.005839099991135299,0.9798781999852508,0.7148218000074849,1.0513603799859994
Photo,44,APPNP,93.4477150440216,1.5358701000222936,0.0,1.5358701000222936,0.0,1.5358701000222936
Photo,45,GCN,93.0065393447876,0.9942558999173343,0.0,0.9942558999173343,0.0,0.9942558999173343
Photo,45,C&S,93.00653338432312,0.9942558999173343,0.37712489999830723,1.3713807999156415,0.0,1.3713807999156415
Photo,45,SETTA,93.5130774974823,0.9942558999173343,0.00583899999037385,1.0000948999077082,0.7148218000074849,1.0715770799084567
Photo,45,APPNP,93.33333373069763,0.9580728000728413,0.0,0.9580728000728413,0.0,0.9580728000728413
Photo,46,GCN,93.21895837783813,0.8487864000489935,0.0,0.8487864000489935,0.0,0.8487864000489935
Photo,46,C&S,92.79412031173706,0.8487864000489935,0.37528430006932467,1.2240707001183182,0.0,1.2240707001183182
Photo,46,SETTA,93.61111521720886,0.8487864000489935,0.005835800082422793,0.8546222001314163,0.7148218000074849,0.9261043801321648
Photo,46,APPNP,93.54575276374817,1.7773107000393793,0.0,1.7773107000393793,0.0,1.7773107000393793
Photo,47,GCN,93.3169960975647,1.1703284999821335,0.0,1.1703284999821335,0.0,1.1703284999821335
Photo,47,C&S,92.72875785827637,1.1703284999821335,0.37699389993213117,1.5473223999142647,0.0,1.5473223999142647
Photo,47,SETTA,93.72549057006836,1.1703284999821335,0.005835000076331198,1.1761635000584647,0.7148218000074849,1.2476456800592133
Photo,47,APPNP,93.97059082984924,1.7657656000228599,0.0,1.7657656000228599,0.0,1.7657656000228599
Photo,48,GCN,93.15359592437744,0.9776318999938667,0.0,0.9776318999938667,0.0,0.9776318999938667
Photo,48,C&S,92.85947680473328,0.9776318999938667,0.3767883999971673,1.354420299991034,0.0,1.354420299991034
Photo,48,SETTA,93.61111521720886,0.9776318999938667,0.005833500064909458,0.9834654000587761,0.7148218000074849,1.0549475800595247
Photo,48,APPNP,93.57843399047852,1.626097199972719,0.0,1.626097199972719,0.0,1.626097199972719
Photo,49,GCN,93.20261478424072,1.010612800018862,0.0,1.010612800018862,0.0,1.010612800018862
Photo,49,C&S,92.90849566459656,1.010612800018862,0.3747127999085933,1.3853255999274552,0.0,1.3853255999274552
Photo,49,SETTA,93.70915293693542,1.010612800018862,0.005840700003318489,1.0164535000221804,0.7148218000074849,1.087935680022929
Photo,49,APPNP,93.61111521720886,1.305649399990216,0.0,1.305649399990216,0.0,1.305649399990216
Photo,50,GCN,93.4477150440216,1.0107688999269158,0.0,1.0107688999269158,0.0,1.0107688999269158
Photo,50,C&S,92.81045794487,1.0107688999269158,0.37320190004538745,1.3839707999723032,0.0,1.3839707999723032
Photo,50,SETTA,93.7581717967987,1.0107688999269158,0.005836299969814718,1.0166051998967305,0.7148218000074849,1.088087379897479
Photo,50,APPNP,93.74183416366577,1.5043354999506846,0.0,1.5043354999506846,0.0,1.5043354999506846
Photo,51,GCN,93.02287697792053,1.051035700016655,0.0,1.051035700016655,0.0,1.051035700016655
Photo,51,C&S,93.00653338432312,1.051035700016655,0.3720599999651313,1.4230956999817863,0.0,1.4230956999817863
Photo,51,SETTA,93.72549057006836,1.051035700016655,0.005836199969053268,1.0568718999857083,0.7148218000074849,1.1283540799864569
Photo,51,APPNP,93.74183416366577,1.2996342000551522,0.0,1.2996342000551522,0.0,1.2996342000551522
CS,42,GCN,92.89513230323792,0.8859530000481755,0.0,0.8859530000481755,0.0,0.8859530000481755
CS,42,C&S,92.34283566474915,0.8859530000481755,0.3269366000313312,1.2128896000795066,0.0,1.2128896000795066
CS,42,SETTA,94.34747099876404,0.8859530000481755,0.07755349995568395,0.9635065000038594,11.948650900041685,2.158371590008028
CS,42,APPNP,93.37924718856812,1.234052999992855,0.0,1.234052999992855,0.0,1.234052999992855
CS,43,GCN,92.94968247413635,0.6216953999828547,0.0,0.6216953999828547,0.0,0.6216953999828547
CS,43,C&S,92.41101741790771,0.6216953999828547,0.29036520002409816,0.9120606000069529,0.0,0.9120606000069529
CS,43,SETTA,94.25201416015625,0.6216953999828547,0.060228100046515465,0.6819235000293702,11.948650900041685,1.8767885900335386
CS,43,APPNP,93.43379735946655,1.6605498999124393,0.0,1.6605498999124393,0.0,1.6605498999124393
